,Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name,Reordered Captain's name respelled,Original Captain's name,Vessel name corrected,Original Vessel name
1306,Netherlands,,Margarita Catherina,"Knoppeldoeck, Jacob Pietersz", Jacob Pietersz Knoppeldoeck,,,
1307,Netherlands,1734-04-15T00:00:00Z,Maria,"Veltz, Christiaan", Christiaan Veltz,,,
1308,Netherlands,1681-02-28T00:00:00Z,Mercurius,"Turner, Ephraim", Ephraim Turner,,,
1309,Netherlands,,Middelburg,"Bot, Pieter Jansz", Pieter Jansz Bot,,,
1310,Netherlands,1690-12-22T00:00:00Z,Morgenstar,"Visser, Jacob Corsz", Jacob Corsz Visser,,,
1311,Netherlands,1706-09-16T00:00:00Z,Stad Moskou,"Dam, Herman van", Herman van Dam,,,
1312,Netherlands,1706-09-16T00:00:00Z,Stad Moskou,"Dorp, Jacob Pietersz", Jacob Pietersz Dorp,,,
1313,Netherlands,1710-10-15T00:00:00Z,Stad Moskou,,,,,
1314,Netherlands,,Nieuwe Post,"Zeerat, Thomas van", Thomas van Zeerat,,,
1315,Netherlands,,Nieuwe Post,"Leijm, Lodewijk van der", Lodewijk van der Leijm,,,
1316,Netherlands,1682-12-21T00:00:00Z,Oranjeboom,,,,,
1317,Netherlands,1722-07-06T00:00:00Z,Petronella Alida,"Lit, IJf Jansz van", IJf Jansz van Lit,,,
1318,Netherlands,,Phenix,"Vallé, Jacob", Jacob Vallé,,,
1319,Netherlands,,Phenix,"Vallé, Jacob", Jacob Vallé,,,
1320,Netherlands,1728-10-15T00:00:00Z,Phenix,"Vallé, Jacob", Jacob Vallé,,,
1321,Netherlands,1707-02-28T00:00:00Z,Phillipus Johannes,"Leijm, Lodewijk van der", Lodewijk van der Leijm,,,
1322,Netherlands,,Poelwijk,,,,,
1323,Netherlands,1678-11-25T00:00:00Z,Poelwijk,"Bonte, Daniel de", Daniel de Bonte,,,
1324,Netherlands,,Poelwijk,"Ens, Jacob Jansen", Jacob Jansen Ens,,,
1325,Netherlands,1683-05-15T00:00:00Z,Poelwijk,"Banckert, Joost", Joost Banckert,,,
1326,Netherlands,,Poelwijk,"Goons, Andries", Andries Goons,,,
1327,Netherlands,1687-01-31T00:00:00Z,Portugaalse Koopman,"Veltkamp, Jan Hendricksz", Jan Hendricksz Veltkamp,,,
1328,Netherlands,,Postillion,"Langhman, Nicolaes", Nicolaes Langhman,,,
1329,Netherlands,,Prins Willem,"Bonte, Daniel de", Daniel de Bonte,,,
1330,Netherlands,1685-10-04T00:00:00Z,Profeet Daniel,"Scot, Juan", Juan Scot,,,
1331,Netherlands,,Profeet Daniel,,,,,
1332,Netherlands,,Pijnenburg,"Schepmoes, Abraham", Abraham Schepmoes,,,
1333,Netherlands,1698-08-15T00:00:00Z,Pijnenburg,"Valies, Thomas Jansz", Thomas Jansz Valies,,,
1334,Netherlands,,Pijnenburg,"Winterman, Antonij", Antonij Winterman,,,
1335,Netherlands,1705-10-04T00:00:00Z,Pijnenburg,"Leeuwen, Dirk van", Dirk van Leeuwen,,,
1336,Netherlands,,Quinera,"Kock, Dirk Barents", Dirk Barents Kock,,,
1337,Netherlands,1701-05-26T00:00:00Z,Quinera,"Eijck, Michiel Joosten van", Michiel Joosten van Eijck,,,
1338,Netherlands,,Quinera,"Ditmarsen, Christiaan Sijmensz van", Christiaan Sijmensz van Ditmarsen,,,
1339,Netherlands,,Quinera,"Geffen, Arent van", Arent van Geffen,,,
1340,Netherlands,1706-03-23T00:00:00Z,Quinera,"Reijniersz, Wouter", Wouter Reijniersz,,,
1341,Netherlands,1709-02-10T00:00:00Z,Quinera,"Geffen, Arent van", Arent van Geffen,,,
1342,Netherlands,,Rachel,"Hincke, Pieter Gijsbertsz", Pieter Gijsbertsz Hincke,,,
1343,Netherlands,,Rachel,"Hincke, Pieter Gijsbertsz", Pieter Gijsbertsz Hincke,,,
1344,Netherlands,,Rachel,"Eijck, Michiel Joosten van", Michiel Joosten van Eijck,,,
1345,Netherlands,1699-04-04T00:00:00Z,Rachel,"Eijck, Michiel Joosten van", Michiel Joosten van Eijck,,,
1346,Netherlands,,Rachel,"Prop, Pieter", Pieter Prop,,,
1347,Netherlands,,Rachel,"Visser, Jacob Corsz", Jacob Corsz Visser,,,
1348,Netherlands,,Rode Leeuw (a) Johanna,"Tange, Antheunis", Antheunis Tange,,Rode Leeuw , Johanna
1349,Netherlands,,Roomse Keizer,"Martensz, Andries", Andries Martensz,,,
1350,Netherlands,,Roomse Keizer,"Visser, Jacob Corsz", Jacob Corsz Visser,,,
1351,Netherlands,,Roomse Keizer,"Rijk, Willem Robbertsz", Willem Robbertsz Rijk,,,
1352,Netherlands,,Rosenburg (a) Rosenborg,"Muller, Erasmus", Erasmus Muller,,Rosenburg , Rosenborg
1353,Netherlands,,Rotterdam,"Claessen, Harmen", Harmen Claessen,,,
1354,Netherlands,,Rotterdam,"Egmont, Jan Cornelisz van", Jan Cornelisz van Egmont,,,
1355,Netherlands,,Rotterdam,"Leeuw, Mathijs van der", Mathijs van der Leeuw,,,
1356,Netherlands,1685-11-08T00:00:00Z,Rotterdam,"Vos, Harmen Claesz de", Harmen Claesz de Vos,,,
1357,Netherlands,,Rusthof,"Forsburg, Jan", Jan Forsburg,,,
1358,Netherlands,,Rusthof,"Brest, Jan", Jan Brest,,,
1359,Netherlands,,Rusthof,"Wassenaer, Hendrik", Hendrik Wassenaer,,,
1360,Netherlands,,Rusthof,"Barnaer, Hendrik", Hendrik Barnaer,,,
1361,Netherlands,,Rusthof,"Schouwenburg, Jean", Jean Schouwenburg,,,
1362,Netherlands,,Rusthof,"Lankvelt, Francois van", Francois van Lankvelt,,,
1363,Netherlands,,Rusthof,"Boone, Cornelis", Cornelis Boone,,,
1364,Netherlands,1733-11-21T00:00:00Z,Rusthof,"Bovenmans, Anthony", Anthony Bovenmans,,,
1365,Netherlands,1733-11-21T00:00:00Z,Rusthof,"Theunissen, Willem", Willem Theunissen,,,
1366,Netherlands,,Salamander,"Dijck, Gerrit Jansz van", Gerrit Jansz van Dijck,,,
1367,Netherlands,,Salamander,"Groenewolt, Thomas", Thomas Groenewolt,,,
1368,Netherlands,,Salamander,"Doelen, Claas", Claas Doelen,,,
1369,Netherlands,1688-07-20T00:00:00Z,Samaritaan,"Willemsen, Marinus", Marinus Willemsen,,,
1370,Netherlands,,Sara,"Dronker, Jan", Jan Dronker,,,
1371,Netherlands,1688-01-22T00:00:00Z,Sara en Maria,"Coster, Sijmon Sijmonsz", Sijmon Sijmonsz Coster,,,
1372,Netherlands,,Sem Galei,"Blom, Sijmon", Sijmon Blom,,,
1373,Netherlands,,Sem Galei,"Andriesse, Jan", Jan Andriesse,,,
1374,Netherlands,,Zeven Gebroeders,,,,,
1375,Netherlands,1701-07-20T00:00:00Z,Vergulde Zon,"Salant, Hans Stuart van", Hans Stuart van Salant,,,
1376,Netherlands,1701-07-20T00:00:00Z,Vergulde Zon,"Sijmonsz, Christiaen", Christiaen Sijmonsz,,,
1377,Netherlands,1703-08-25T00:00:00Z,Vergulde Zon,"Visser, Jacob Corsz", Jacob Corsz Visser,,,
1378,Netherlands,1703-08-25T00:00:00Z,Vergulde Zon,"Bleeker, Samuel", Samuel Bleeker,,,
1379,Netherlands,,Vergulde Zon,"Strijd, Jan Jorisz", Jan Jorisz Strijd,,,
1380,Netherlands,1707-09-02T00:00:00Z,Vergulde Zon,"Verhoeven, Jacob", Jacob Verhoeven,,,
1381,Netherlands,1707-09-02T00:00:00Z,Vergulde Zon,"Schot, Adriaan", Adriaan Schot,,,
1382,Netherlands,,Zonnestein,"Croon, Willem", Willem Croon,,,
1383,Netherlands,,Zonnestein,"Michielse, Jacob", Jacob Michielse,,,
1384,Netherlands,,Zonnestein,"Pronk, Hans", Hans Pronk,,,
1385,Netherlands,1724-09-03T00:00:00Z,Zonnestein,"Roos, Roelof", Roelof Roos,,,
1386,Netherlands,1726-03-07T00:00:00Z,Zonnestein,"Gewelt, Jan Pietersz", Jan Pietersz Gewelt,,,
1387,Netherlands,1716-03-08T00:00:00Z,S Andries,"Heijm, Jan van der", Jan van der Heijm,,,
1388,Netherlands,,S Andries,"Heijm, Jan van der", Jan van der Heijm,,,
1389,Netherlands,,S Clara,"Claassen, Herman", Herman Claassen,,,
1390,Netherlands,,S Clara,"Strijd, Jan Jorisz", Jan Jorisz Strijd,,,
1391,Netherlands,1710-08-03T00:00:00Z,S Clara,"Geffen, Arent van", Arent van Geffen,,,
1392,Netherlands,1710-08-03T00:00:00Z,S Clara,"Caagman, Claas", Claas Caagman,,,
1393,Netherlands,1712-09-02T00:00:00Z,S Clara,"Strijd, Jan Jorisz", Jan Jorisz Strijd,,,
1394,Netherlands,,S Clara,"Vos, Harmen Claesz de", Harmen Claesz de Vos,,,
1395,Netherlands,,S Clara,"Moij, Cornelis", Cornelis Moij,,,
1396,Netherlands,,S Francisco Xavier,"Vos, Jacob Lente", Jacob Lente Vos,,,
1397,Netherlands,1681-02-28T00:00:00Z,S Jan,"Pietersz, Reijer", Reijer Pietersz,,,
1398,Netherlands,,S Jan,"Schepmoes, Abraham", Abraham Schepmoes,,,
1399,Netherlands,,S Jan,"Stolck, Arent Gijsen van der", Arent Gijsen van der Stolck,,,
1400,Netherlands,,S Jan,"Jansz, Huijbert", Huijbert Jansz,,,
1401,Netherlands,1734-04-15T00:00:00Z,S Laurens,"Ovens, Simon", Simon Ovens,,,
1402,Netherlands,1736-02-14T00:00:00Z,S Laurens,"Verdoes, Bastiaan", Bastiaan Verdoes,,,
1403,Netherlands,1713-11-21T00:00:00Z,S Marcus,"Hoeven, Jan van der", Jan van der Hoeven,,,
1404,Netherlands,1680-07-25T00:00:00Z,S Pieter,"Gerritsz, Jan", Jan Gerritsz,,,
1405,Netherlands,1727-05-16T00:00:00Z,Stad en Lande,"Haan, Gerrit de", Gerrit de Haan,,,
1406,Netherlands,1729-05-27T00:00:00Z,Stad en Lande,"Haan, Gerrit de", Gerrit de Haan,,,
1407,Netherlands,1732-04-28T00:00:00Z,Stad en Lande,"Mooylieves, Cornelis", Cornelis Mooylieves,,,
1408,Netherlands,1735-02-17T00:00:00Z,Stad en Lande,"Vlugt, Jan", Jan Vlugt,,,
1409,Netherlands,1735-02-17T00:00:00Z,Stad en Lande,"Smidt, Jan", Jan Smidt,,,
1410,Netherlands,1737-04-28T00:00:00Z,Stad en Lande,"Berg, Daniel", Daniel Berg,,,
1411,Netherlands,,Stadhouder Friesland,"Hendrix, Arend", Arend Hendrix,,,
1412,Netherlands,,Steenhuijsen,"Schamp, Jan", Jan Schamp,,,
1413,Netherlands,,Steenhuizen,"Hoogdorp, Jan Lambregtsz", Jan Lambregtsz Hoogdorp,,,
1414,Netherlands,,Steenhuizen,"Jong, Pieter de", Pieter de Jong,,,
1415,Netherlands,1729-02-12T00:00:00Z,Steenhuizen,"Hoogdorp, Jan Lambregtsz", Jan Lambregtsz Hoogdorp,,,
1416,Netherlands,1731-09-28T00:00:00Z,Steenhuizen,"Hoogdorp, Jan Lambregtsz", Jan Lambregtsz Hoogdorp,,,
1417,Netherlands,1736-12-19T00:00:00Z,Steenhuizen,"Baarspul, Theunis", Theunis Baarspul,,,
1418,Netherlands,,Surinaamse Koopman,"Mol, Gerrit Cornelis", Gerrit Cornelis Mol,,,
1419,Netherlands,,'s-Graveland,"Boone, Cornelis", Cornelis Boone,,,
1420,Netherlands,1675-10-28T00:00:00Z,Tholen,"Couvent, Frederick", Frederick Couvent,,,
1421,Netherlands,1688-07-15T00:00:00Z,Tholen,"Goons, Andries", Andries Goons,,,
1422,Netherlands,,Vergulde Vrijheid,"Bruijst, Jan", Jan Bruijst,,,
1423,Netherlands,,Vergulde Vrijheid,"Hincke, Pieter Gijsbertsz", Pieter Gijsbertsz Hincke,,,
1424,Netherlands,1718-12-26T00:00:00Z,Vergulde Vrijheid,"Laa, David de", David de Laa,,,
1425,Netherlands,,Vigilantie,,,,,
1426,Netherlands,1707-01-28T00:00:00Z,Vliegende Hert (a) Prinz Eugen,"Vos, Jacob Centsen", Jacob Centsen Vos,,Vliegende Hert , Prinz Eugen
1427,Netherlands,,Vlissings Welvaren,"Teijl, Jacob", Jacob Teijl,,,
1428,Netherlands,1675-10-25T00:00:00Z,Phenix,"Arel, Jan van", Jan van Arel,,,
1429,Netherlands,1675-10-25T00:00:00Z,Phenix,"Sijmonsz, Frederick", Frederick Sijmonsz,,,
1430,Netherlands,,Phenix,"Bonte, Jan", Jan Bonte,,,
1431,Netherlands,,Jonge Vogel Phenix,"Banckert, Joost", Joost Banckert,,,
1432,Netherlands,,Vrede,"Brasser, Matthijs Laurensz", Matthijs Laurensz Brasser,,,
1433,Netherlands,,Vrede,"Pets, Daniel", Daniel Pets,,,
1434,Netherlands,1704-02-20T00:00:00Z,Vriendschap,"Volle, Jacob", Jacob Volle,,,
1435,Netherlands,1690-06-19T00:00:00Z,Vrije Zee,"Langhman, Nicolaes", Nicolaes Langhman,,,
1436,Netherlands,1681-03-28T00:00:00Z,Vrijheid,"Dircksz, Michiel", Michiel Dircksz,,,
1437,Netherlands,1683-02-08T00:00:00Z,Vrijheid,"Mondt, Jochem Claasz", Jochem Claasz Mondt,,,
1438,Netherlands,1683-02-08T00:00:00Z,Vrijheid,"Mol, Gerrit Cornelisz", Gerrit Cornelisz Mol,,,
1439,Netherlands,,Vrijheid,"Star, Gerrit", Gerrit Star,,,
1440,Netherlands,1721-11-14T00:00:00Z,Vrijheid,"Buttel, Christoffel de", Christoffel de Buttel,,,
1441,Netherlands,,Vrijheid,"Brouwer, Jannes", Jannes Brouwer,,,
1442,Netherlands,,Vrijheid,"Wit, Herman de", Herman de Wit,,,
1443,Netherlands,,Vrijheid,"Mooylieves, Cornelis", Cornelis Mooylieves,,,
1444,Netherlands,1732-06-24T00:00:00Z,Vrijheid,"Gewelt, Jan Pietersz", Jan Pietersz Gewelt,,,
1445,Netherlands,1734-05-30T00:00:00Z,Vrijheid,"Gewelt, Jan Pietersz", Jan Pietersz Gewelt,,,
1446,Netherlands,1736-06-25T00:00:00Z,Vrijheid,"Ovens, Simon", Simon Ovens,,,
1447,Netherlands,1730-10-18T00:00:00Z,Waartwijk,"Velde, Daniel ter", Daniel ter Velde,,,
1448,Netherlands,,Martin,,,,,
1449,Netherlands,1819-10-10T00:00:00Z,Virginie,"Canez, B", B Canez,,,
1450,Netherlands,1822-10-23T00:00:00Z,Aurora,,,,,
1451,Netherlands,,Thérèse,,,,,
1452,Netherlands,1829-01-06T00:00:00Z,Jeune Eugénie,"Dezaugat, Jean Adolphe", Jean Adolphe Dezaugat,,,
1453,Netherlands,1829-01-06T00:00:00Z,Jeune Eugénie,"Niel, Guillaume", Guillaume Niel,,,
1454,Netherlands,,Grootburg,,,,,
1455,Netherlands,,Maria en Elisabeth,Lagorde,Lagorde,,,
1456,Netherlands,,Plattenburg,"Jansen, Leendert", Leendert Jansen,,,
1457,Netherlands,,America,"Nijse, David de", David de Nijse,,,
1458,Netherlands,1715-11-20T00:00:00Z,Vlissings Welvaren,"Guepin, Jacob", Jacob Guepin,,,
1459,Netherlands,,Jonge Mathijs,"Prince, Jacob de", Jacob de Prince,,,
1460,Netherlands,,Westermeer,"Ketelaar, Andries", Andries Ketelaar,,,
1461,Netherlands,,Meermin,,,,,
1462,Netherlands,,Johanna,,,,,
1463,Netherlands,,Anthony Ewout,,,,,
1464,Netherlands,,Vijf Gezusters,"Winterheim, Christiaan Frederik", Christiaan Frederik Winterheim,,,
1465,Netherlands,,Vrede en Liberteit,"Ditman, H", H Ditman,,,
1466,Netherlands,,Johannes,,,,,
1467,Netherlands,,Paard,,,,,
1468,Netherlands,,Watergeus,,,,,
1469,Netherlands,,Stad Enkhuizen,,,,,
1470,Netherlands,1791-08-04T00:00:00Z,Dapperheid,"Ender, Laurens", Laurens Ender,,,
1471,Netherlands,1792-02-04T00:00:00Z,Nieuwe Hoop,"Dijker, Willem", Willem Dijker,,,
1472,Netherlands,,Twee Vrienden,,,,,
1473,Netherlands,,Standvastigheid,,,,,
1474,Netherlands,,Goude Valk,"Wiltschut, Willem Cornelisz", Willem Cornelisz Wiltschut,,,
1475,Netherlands,1667-07-23T00:00:00Z,Rebecca,"Vos, Andries Claase", Andries Claase Vos,,,
1476,Netherlands,,Jonge Prins Willem,"Moor, Gijsbert de", Gijsbert de Moor,,,
1477,Netherlands,,Vergulde Zon,"Stoffelsen, Willem Jan", Willem Jan Stoffelsen,,,
1478,Netherlands,,Africa,"Foucquier, Simon", Simon Foucquier,,,
1479,Netherlands,,Africa,"Robbertsz, Willem", Willem Robbertsz,,,
1480,Netherlands,,America,"Jochemsz, Broer", Broer Jochemsz,,,
1481,Netherlands,1668-03-15T00:00:00Z,S Jago,"Juist, Cornelis Ewoutsz", Cornelis Ewoutsz Juist,,,
1482,Netherlands,,Herderin (a) Pastora,"Rutsen, Andries", Andries Rutsen,,Herderin , Pastora
1483,Netherlands,,Zwarte Arend (a) Aguila,"Lonck, Pieter Cornelisz", Pieter Cornelisz Lonck,,Zwarte Arend , Aguila
1484,Netherlands,,Prins van Oranje te Paert,"Rasiere, Laurens de", Laurens de Rasiere,,,
1485,Netherlands,1668-11-10T00:00:00Z,Leonora (a) Leeuwinne,"Verschure, Roelof Arentse", Roelof Arentse Verschure,,Leonora , Leeuwinne
1486,Netherlands,1784-10-24T00:00:00Z,Africaan,,,,,
1487,Netherlands,1785-04-14T00:00:00Z,Paramaribo,"Rienke, Leen", Leen Rienke,,,
1488,Netherlands,1786-06-20T00:00:00Z,Verwachting,"Doutz, Andries Christiaan", Andries Christiaan Doutz,,,
1489,Netherlands,,Reine Ester,"Jansen, Dirk", Dirk Jansen,,,
1490,Netherlands,1674-05-27T00:00:00Z,Eendracht,"Joosten, Leendert", Leendert Joosten,,,
1491,Netherlands,,Vliegende Arend,,,,,
1492,Netherlands,,Nieuw Westindisch Huis,"Pietersz, Jan", Jan Pietersz,,,
1493,Netherlands,,Eendracht,"Backer, Johan Hendricxsen", Johan Hendricxsen Backer,,,
1494,Netherlands,,S Pieter,"Berg, Jacob Jansen van de (a) Japon", Jacob Jansen van de Berg,Japon,,
1495,Netherlands,,William,"Dircksz, Pieter", Pieter Dircksz,,,
1496,Netherlands,,William,"Helm, Hendrik", Hendrik Helm,,,
1497,Netherlands,,S Jan,,,,,
1498,Netherlands,,Vrede,,,,,
1499,Netherlands,,Elisabeth,"Bakker, Cornelis", Cornelis Bakker,,,
1500,Netherlands,,Jonge Jan Nicolaas,"Amstel, Christiaan Albrecht", Christiaan Albrecht Amstel,,,
1501,Netherlands,,Jonge Jan Nicolaas,"Bakker, Pieter Hansen", Pieter Hansen Bakker,,,
1502,Netherlands,,,Beeker,Beeker,,,
1503,Netherlands,,,Bovel,Bovel,,,
1504,Netherlands,,Delft,"Brouwer, Jan", Jan Brouwer,,,
1505,Netherlands,,,"Lamote, Cornelis", Cornelis Lamote,,,
1506,Netherlands,,,Noordhof,Noordhof,,,
1507,Netherlands,1761-02-07T00:00:00Z,,"Smit, Leijn de", Leijn de Smit,,,
1508,Netherlands,,,Swaan,Swaan,,,
1509,Netherlands,,,"Jansen, Jurgen", Jurgen Jansen,,,
1510,Netherlands,,,"Klerk, de", de Klerk,,,
1511,Netherlands,,Engel Gabriel,,,,,
1512,Netherlands,,,Tellenaar,Tellenaar,,,
1513,Netherlands,,IJzeren Verken,"Schuer, Reijnier Cornelisz", Reijnier Cornelisz Schuer,,,
1514,Netherlands,,,,,,,
1515,Netherlands,,Vliegende Faam,"Fleugel, Hendrik", Hendrik Fleugel,,,
1516,Netherlands,,Seerobbe,,,,,
1517,Netherlands,1758-05-23T00:00:00Z,Rotterdam,"Harristad, Spooren", Spooren Harristad,,,
1518,Netherlands,,,"Pets, Daniel", Daniel Pets,,,
1519,Netherlands,,,"Scholte, Jan", Jan Scholte,,,
1520,Netherlands,,Eenhoorn,"Klink, Anthony", Anthony Klink,,,
1521,Netherlands,,Vogel Phenix,"Witboom, Daniel", Daniel Witboom,,,
1522,Netherlands,,Swalem,,,,,
1523,Netherlands,,Vier Gebroeders,,,,,
1524,Netherlands,,Vier Gebroeders,"Witte, Witte de", Witte de Witte,,,
1525,Netherlands,,Vliegende Arent,"Molenaar, Hendrik de", Hendrik de Molenaar,,,
1526,Netherlands,,,"Coerte, Huijbregt", Huijbregt Coerte,,,
1527,Netherlands,,,"Bruijne, Jacobus de", Jacobus de Bruijne,,,
1528,Netherlands,,Margarita,"Goethem, Frans van", Frans van Goethem,,,
1529,Netherlands,,,"Fante, Willem", Willem Fante,,,
1530,Netherlands,,Olijftak,"Jansen, Jan", Jan Jansen,,,
1531,Netherlands,,Vogel Phenix,"Meijster, Pieter", Pieter Meijster,,,
1532,Netherlands,,Maria Susanna,"Geersdaale, Isaac van", Isaac van Geersdaale,,,
1533,Netherlands,,Vier Gebroeders,"Osdorp, Lucas", Lucas Osdorp,,,
1534,Netherlands,,William,"Chaffin, John", John Chaffin,,,
1535,Netherlands,,Bossenburg,"Vlaminck, Cornelis", Cornelis Vlaminck,,,
1536,Netherlands,,Dolphijn,"Bogaert, Mathijs", Mathijs Bogaert,,,
1537,Netherlands,,Eleonora,"Gommers, Wouter", Wouter Gommers,,,
1538,Netherlands,,Hercules,"Profeet, Daniel", Daniel Profeet,,,
1539,Netherlands,,Johanna Cornelia,"Jansen, Frans", Frans Jansen,,,
1540,Netherlands,,Nieuwe Claverblad,"Klooster, Jan van de", Jan van de Klooster,,,
1541,Netherlands,,Pieter en Jan,"Knokke, Jacob", Jacob Knokke,,,
1542,Netherlands,,S Anna,"Nolle, Simon van den", Simon van den Nolle,,,
1543,Netherlands,,,"Hatte, Jan", Jan Hatte,,,
1544,Netherlands,,Beyenskercke,"Gastelaar, Joris Bartelsen", Joris Bartelsen Gastelaar,,,
1545,Netherlands,,Bossenburg,"Hatte, Pieter van", Pieter van Hatte,,,
1546,Netherlands,,Braakenburg,"Leijnse, Abraham", Abraham Leijnse,,,
1547,Netherlands,,Fortuijn,"Andriessen, Jan", Jan Andriessen,,,
1548,Netherlands,,Gouden Leeuw,"Claasen, Jacob", Jacob Claasen,,,
1549,Netherlands,,Grote Amazone,"Jonge, Francois Huijge de", Francois Huijge de Jonge,,,
1550,Netherlands,,Jonge Dirk,"Meer, Joos van der", Joos van der Meer,,,
1551,Netherlands,,Jonge Jan,"Meyer, Dirk de", Dirk de Meyer,,,
1552,Netherlands,,Oostdorp,"Koese, Jacobus", Jacobus Koese,,,
1553,Netherlands,,Peerl,"Credo, Willem", Willem Credo,,,
1554,Netherlands,,Petronella,"Prince, Jacob de", Jacob de Prince,,,
1555,Netherlands,,Rode Leeuw,,,,,
1556,Netherlands,,Claverblad,"Driest, Claas van", Claas van Driest,,,
1557,Netherlands,,Grote Amazone,"Jonge, Francois Huijge de", Francois Huijge de Jonge,,,
1558,Netherlands,,Jonge Isaac,"Penne, Cornelis", Cornelis Penne,,,
1559,Netherlands,,Rode Leeuw,"Claasen, Jacob", Jacob Claasen,,,
1560,Netherlands,,S Joseph,"Adriaansen, Wylof", Wylof Adriaansen,,,
1561,Netherlands,,S Joseph,"Koetswagen, J J", J J Koetswagen,,,
1562,Netherlands,,Vier Gebroeders,"Osdorp, Lucas", Lucas Osdorp,,,
1563,Netherlands,,Vier Gebroeders,"Focquerel, Thomas", Thomas Focquerel,,,
1564,Netherlands,,Dolphijn,"Bogaert, Mathijs", Mathijs Bogaert,,,
1565,Netherlands,,Jonge Jan,"Meyer, Dirk de", Dirk de Meyer,,,
1566,Netherlands,,Gecroonde Appel,"Grassilie, Jan (a) John Grazillier", Jan Grassilie,John Grazillier,,
1567,Netherlands,,Vliegende Hert (a) Prinz Eugen,"Vos, Jacob Centsen", Jacob Centsen Vos,,Vliegende Hert , Prinz Eugen
1568,Netherlands,,Jager,"Witte, Hendrik de", Hendrik de Witte,,,
1569,Netherlands,,Jonge Jacob,"Cornelissen, Jan", Jan Cornelissen,,,
1570,Netherlands,,Onbekende,"Dankaarts, Johan", Johan Dankaarts,,,
1571,Netherlands,,S Antony Galeij (a) S Antonio Galley,"Charion, Pieter", Pieter Charion,,S Antony Galeij , S Antonio Galley
1572,Netherlands,,Victoria,"Dronkert, Jan Abraham", Jan Abraham Dronkert,,,
1573,Netherlands,,Gouden Appel,"Huijssen, Cornelis", Cornelis Huijssen,,,
1574,Netherlands,,Overwinning van Rijssel,"Mangelaar, Edward", Edward Mangelaar,,,
1575,Netherlands,,Popkensburg,"Fret, Jacob", Jacob Fret,,,
1576,Netherlands,,Jonge Abraham,"Adriaansen, Pieter", Pieter Adriaansen,,,
1577,Netherlands,,S Antony Galeij,"Thebeu, Pieter", Pieter Thebeu,,,
1578,Netherlands,,America,"Nijse, David de", David de Nijse,,,
1579,Netherlands,1715-10-09T00:00:00Z,Anna Catharina,"Linsen, Claude (a) Klaas Leendersen", Claude Linsen,Klaas Leendersen,,
1580,Netherlands,,Bossenburg,"Adriaansen, Joris", Joris Adriaansen,,,
1581,Netherlands,,Eenhoorn,"Rochiers, Jan", Jan Rochiers,,,
1582,Netherlands,1715-11-07T00:00:00Z,Jonge Elseboom,"Thebeu, Pieter", Pieter Thebeu,,,
1583,Netherlands,,Keizer Karel,"Stevensen, Jacob", Jacob Stevensen,,,
1584,Netherlands,,Neptunus,"Gerrits, Cornelis", Cornelis Gerrits,,,
1585,Netherlands,,Vergulde Vrijheid,"Laa, David de", David de Laa,,,
1586,Netherlands,,Victoria,"Cornelissen, Jan", Jan Cornelissen,,,
1587,Netherlands,,Vijf Gebroeders,"Moor, Jan de", Jan de Moor,,,
1588,Netherlands,,,"Doets, Jan Cornelis", Jan Cornelis Doets,,,
1589,Netherlands,,Den Hulsboom,"Ketelaar, Andries", Andries Ketelaar,,,
1590,Netherlands,,Jager,"Witte, Hendrik de", Hendrik de Witte,,,
1591,Netherlands,,Jonge Abraham,"Bevers, Anthony", Anthony Bevers,,,
1592,Netherlands,,Jonge Adriaan,"Maarschalk, Ryeke", Ryeke Maarschalk,,,
1593,Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan", Bastiaan Mugge,,,
1594,Netherlands,,Onbekende,"Baar, Lieven van der", Lieven van der Baar,,,
1595,Netherlands,,Overwinning van Rijssel,"Leijnse, Cornelis", Cornelis Leijnse,,,
1596,Netherlands,1716-01-26T00:00:00Z,S Joseph Galeij,"Ravenschot, Jan van", Jan van Ravenschot,,,
1597,Netherlands,,Vaderland Getrouw,"Prince, Jacob de", Jacob de Prince,,,
1598,Netherlands,,Zwarte Leeuw,"Janssen, Hendrik", Hendrik Janssen,,,
1599,Netherlands,,,"Andriessen, Jan", Jan Andriessen,,,
1600,Netherlands,,Adriana Catharina,"Geleijnse, Pieter", Pieter Geleijnse,,,
1601,Netherlands,,Bossenburg,"Adriaansen, Joris", Joris Adriaansen,,,
1602,Netherlands,,Catharina,"Wiggers, Bastiaan", Bastiaan Wiggers,,,
1603,Netherlands,,Constantia,"Thijssen, Frans", Frans Thijssen,,,
1604,Netherlands,,Elisabeth,"Pater, Jan", Jan Pater,,,
1605,Netherlands,,Jonge Christina,"Forsberg, Jan", Jan Forsberg,,,
1606,Netherlands,,Keizer Karel,"Stevensen, Jacob", Jacob Stevensen,,,
1607,Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan", Bastiaan Mugge,,,
1608,Netherlands,,Vaderland Getrouw,"Moor, Jan de", Jan de Moor,,,
1609,Netherlands,,Vergulde Vrijheid,"Laa, David de", David de Laa,,,
1610,Netherlands,,Catharina Johanna,"Barbier, Cornelis", Cornelis Barbier,,,
1611,Netherlands,,Fortuyn,"Varene, Anthony", Anthony Varene,,,
